date,price_bitcoin,price_gold,price_sp500,change_bitcoin,change_gold,vix,interest_rate,cpi,inflation
2015-01-02,315,1186,2058,0.1,0.18,17.79,0.01,234.82,0.76
2015-01-05,275,1204,2021,3.82,1.5,19.92,0.0,234.84,0.76
2015-01-06,282,1219,2003,2.7,1.28,21.12,0.02,234.84,0.76
2015-01-07,291,1211,2026,3.21,-0.71,19.31,0.02,234.84,0.76
2015-01-08,283,1208,2062,-2.97,-0.18,17.01,0.02,234.85,0.76
2015-01-09,288,1216,2045,1.87,0.63,17.55,0.01,234.85,0.76
2015-01-12,269,1233,2028,1.72,1.37,19.6,0.01,234.87,0.76
2015-01-13,221,1234,2023,-17.84,0.13,20.56,0.02,234.87,0.76
2015-01-14,165,1234,2011,-25.47,0.01,21.48,0.03,234.88,0.76
2015-01-15,210,1265,1993,27.2,2.45,22.39,0.02,234.88,0.76
2015-01-16,207,1277,2019,-1.36,0.96,20.95,0.02,234.89,0.76
2015-01-19,216,1294,2019,2.49,1.35,,,234.9,0.76
2015-01-21,228,1294,2032,8.37,-0.04,18.85,0.02,234.91,0.76
2015-01-22,233,1301,2063,1.99,0.54,16.4,0.01,234.92,0.76
2015-01-23,232,1293,2052,-0.23,-0.62,16.66,0.01,234.92,0.76
2015-01-26,269,1279,2057,6.78,-1.02,15.52,0.0,234.93,0.76
2015-01-27,263,1292,2030,-2.2,0.96,17.22,0.02,234.94,0.76
2015-01-28,236,1286,2002,-10.29,-0.45,20.44,0.01,234.94,0.76
2015-01-29,234,1256,2021,-0.92,-2.33,18.76,0.01,234.95,0.76
2015-01-30,232,1279,1995,-0.92,1.86,20.97,0.0,234.95,0.76
2015-02-02,239,1277,2021,6.02,-0.18,19.43,0.0,234.97,0.76
2015-02-03,227,1260,2050,-4.79,-1.3,17.33,0.01,234.97,0.76
2015-02-04,227,1264,2042,-0.36,0.33,18.33,0.0,234.98,0.76
2015-02-05,216,1263,2063,-4.44,-0.14,16.85,0.01,234.98,0.76
2015-02-06,223,1235,2055,2.97,-2.23,17.29,0.01,234.99,0.76
2015-02-09,220,1242,2047,-1.49,0.56,18.55,0.0,235.0,0.76
2015-02-10,220,1232,2069,-0.3,-0.75,17.23,0.0,235.0,0.76
2015-02-11,219,1220,2069,-0.38,-1.02,16.96,0.0,235.01,0.76
2015-02-12,222,1221,2088,1.35,0.09,15.34,0.01,235.01,0.76
2015-02-13,236,1227,2097,6.48,0.52,14.69,0.0,235.02,0.76
2015-02-16,236,1209,2097,1.1,-1.51,,,235.03,0.76
2015-02-18,235,1200,2100,-3.29,-0.7,15.45,0.01,235.04,0.76
2015-02-19,242,1208,2097,2.86,0.62,15.29,0.01,235.05,0.76
2015-02-20,244,1205,2110,1.07,-0.22,14.3,0.01,235.05,0.76
2015-02-23,239,1201,2110,1.31,-0.34,14.56,0.01,235.07,0.76
2015-02-24,239,1197,2115,0.03,-0.29,13.69,0.02,235.07,0.76
2015-02-25,237,1202,2114,-0.65,0.35,13.84,0.01,235.07,0.76
2015-02-26,236,1210,2111,-0.34,0.72,13.91,0.01,235.08,0.76
2015-02-27,254,1213,2104,7.16,0.25,13.34,0.01,235.08,0.76
2015-03-02,274,1208,2117,6.13,-0.4,13.04,0.0,235.1,0.76
2015-03-03,281,1204,2108,2.52,-0.31,13.86,0.01,235.1,0.76
2015-03-04,272,1201,2099,-3.11,-0.29,14.23,0.01,235.11,0.76
2015-03-05,275,1196,2101,1.22,-0.39,14.04,0.0,235.11,0.76
2015-03-06,273,1164,2071,-0.97,-2.67,15.2,0.0,235.12,0.76
2015-03-09,290,1166,2079,5.66,0.19,15.06,0.0,235.13,0.76
2015-03-10,291,1160,2044,0.47,-0.55,16.69,0.01,235.14,0.76
2015-03-11,296,1151,2040,1.45,-0.82,16.87,0.01,235.14,0.76
2015-03-12,294,1152,2066,-0.59,0.11,15.42,0.02,235.15,0.76
2015-03-13,287,1152,2053,-2.26,0.04,16.0,0.02,235.15,0.76
2015-03-16,290,1153,2081,1.94,0.07,15.61,0.03,235.16,0.76
2015-03-17,285,1148,2074,-1.73,-0.43,15.66,0.05,235.17,0.76
2015-03-18,256,1151,2100,-10.32,0.27,13.97,0.04,235.17,0.76
2015-03-19,261,1169,2089,1.96,1.54,14.07,0.01,235.18,0.76
2015-03-20,262,1185,2108,0.33,1.33,13.02,0.0,235.18,0.76
2015-03-23,266,1188,2104,-1.16,0.26,13.41,0.0,235.2,0.76
2015-03-24,247,1191,2092,-7.06,0.31,13.62,0.01,235.2,0.76
2015-03-25,246,1197,2061,-0.14,0.47,15.44,0.02,235.21,0.76
2015-03-26,248,1205,2056,0.67,0.65,15.8,0.03,235.21,0.76
2015-03-27,247,1200,2061,-0.33,-0.42,15.07,0.03,235.22,0.76
2015-03-30,247,1185,2086,1.95,-1.21,14.51,0.02,235.23,0.76
2015-03-31,244,1183,2068,-1.07,-0.18,15.29,0.03,235.23,0.76
2015-04-01,246,1208,2060,0.86,2.11,15.11,0.03,235.24,0.76
2015-04-02,253,1201,2067,2.58,-0.6,14.67,0.01,235.24,0.76
2015-04-06,255,1219,2081,-1.8,1.47,14.74,0.0,235.26,0.76
2015-04-07,253,1211,2076,-0.78,-0.66,14.78,0.01,235.27,0.76
2015-04-08,245,1203,2082,-3.32,-0.62,13.98,0.02,235.27,0.76
2015-04-09,243,1194,2091,-0.51,-0.79,13.09,0.02,235.28,0.76
2015-04-10,235,1205,2102,-3.53,0.92,12.58,0.01,235.28,0.76
2015-04-13,224,1199,2092,-5.2,-0.44,13.94,0.0,235.3,0.76
2015-04-14,218,1193,2096,-2.5,-0.56,13.67,0.01,235.3,0.76
2015-04-15,223,1201,2107,2.28,0.73,12.84,0.01,235.3,0.76
2015-04-16,228,1198,2105,2.25,-0.27,12.6,0.01,235.31,0.76
2015-04-17,223,1203,2081,-2.36,0.43,13.89,0.01,235.31,0.76
2015-04-20,224,1194,2100,0.55,-0.78,13.3,0.01,235.33,0.76
2015-04-21,234,1203,2097,4.23,0.79,13.25,0.02,235.33,0.76
2015-04-22,234,1187,2108,0.02,-1.35,12.71,0.02,235.34,0.76
2015-04-23,235,1194,2113,0.69,0.62,12.48,0.02,235.34,0.76
2015-04-24,231,1175,2118,-1.83,-1.62,12.29,0.01,235.35,0.76
2015-04-27,229,1203,2109,4.69,2.4,13.12,0.01,235.36,0.76
2015-04-28,226,1214,2115,-1.38,0.89,12.41,0.01,235.37,0.76
2015-04-29,225,1210,2107,-0.17,-0.32,13.39,0.0,235.37,0.76
2015-04-30,236,1182,2086,4.59,-2.28,14.55,0.0,235.38,0.76
2015-05-01,233,1174,2108,-1.09,-0.67,12.7,0.0,235.38,0.76
2015-05-04,239,1187,2114,-0.43,1.05,12.85,0.0,235.39,0.76
2015-05-05,236,1193,2089,-1.32,0.54,14.31,0.01,235.4,0.76
2015-05-06,230,1190,2080,-2.46,-0.24,15.15,0.01,235.4,0.76
2015-05-07,238,1182,2088,3.35,-0.68,15.13,0.0,235.41,0.76
2015-05-08,244,1189,2116,2.53,0.57,12.86,0.0,235.41,0.76
2015-05-11,242,1183,2105,0.77,-0.5,13.85,0.0,235.43,0.76
2015-05-12,242,1192,2099,-0.1,0.79,13.86,0.01,235.43,0.76
2015-05-13,236,1218,2098,-2.15,2.16,13.76,0.01,235.44,0.76
2015-05-14,237,1225,2121,0.22,0.57,12.74,0.01,235.44,0.76
2015-05-15,237,1225,2123,0.13,0.01,12.38,0.01,235.45,0.76
2015-05-18,233,1228,2129,-1.55,0.19,12.73,0.01,235.46,0.76
2015-05-19,232,1207,2128,-0.27,-1.7,12.85,0.01,235.46,0.76
2015-05-20,234,1209,2126,0.84,0.17,12.88,0.01,235.47,0.76
2015-05-21,235,1204,2131,0.61,-0.38,12.11,0.01,235.47,0.76
2015-05-22,240,1204,2126,2.12,-0.01,12.13,0.01,235.48,0.76
2015-05-25,237,1187,2126,-1.48,-1.42,,,235.49,0.76
2015-05-27,237,1186,2123,-0.23,-0.11,13.27,0.01,235.5,0.76
2015-05-28,237,1189,2121,0.0,0.27,13.31,0.0,235.51,0.76
2015-05-29,237,1190,2107,-0.12,0.08,13.84,0.0,235.51,0.76
2015-06-01,223,1189,2112,-2.92,-0.09,13.97,0.01,235.53,0.76
2015-06-02,226,1194,2110,1.17,0.48,14.24,0.01,235.53,0.76
2015-06-03,226,1185,2114,-0.07,-0.8,13.66,0.01,235.53,0.76
2015-06-04,224,1175,2096,-0.61,-0.82,14.71,0.0,235.54,0.76
2015-06-05,225,1168,2093,0.48,-0.6,14.21,0.01,235.54,0.76
2015-06-08,229,1174,2079,2.28,0.47,15.29,0.01,235.56,0.76
2015-06-09,230,1178,2080,0.43,0.34,14.47,0.01,235.56,0.76
2015-06-10,229,1187,2105,-0.34,0.76,13.22,0.01,235.57,0.76
2015-06-11,230,1180,2109,0.48,-0.52,12.85,0.01,235.57,0.76
2015-06-12,230,1179,2094,0.25,-0.1,13.78,0.0,235.58,0.76
2015-06-15,237,1186,2084,1.39,0.56,15.39,0.0,235.59,0.76
2015-06-16,250,1181,2096,5.41,-0.41,14.81,0.01,235.6,0.76
2015-06-17,247,1177,2100,-0.98,-0.35,14.5,0.0,235.6,0.76
2015-06-18,248,1202,2121,0.43,2.14,13.19,0.0,235.61,0.76
2015-06-19,244,1202,2110,-1.73,-0.01,13.96,0.0,235.61,0.76
2015-06-22,248,1184,2123,1.38,-1.48,12.74,0.0,235.62,0.76
2015-06-23,244,1177,2124,-1.5,-0.63,12.11,0.01,235.63,0.76
2015-06-24,241,1173,2109,-1.31,-0.31,13.26,0.0,235.63,0.76
2015-06-25,243,1172,2102,0.83,-0.09,14.01,0.0,235.64,0.76
2015-06-26,243,1173,2101,0.16,0.12,14.02,0.0,235.64,0.76
2015-06-29,257,1179,2058,3.25,0.49,18.85,0.0,235.66,0.76
2015-06-30,264,1172,2063,2.78,-0.61,18.23,0.01,235.66,0.76
2015-07-01,258,1169,2077,-2.46,-0.21,16.09,0.0,235.67,0.76
2015-07-02,255,1164,2077,-1.06,-0.5,16.79,0.0,235.67,0.76
2015-07-03,255,1173,2077,0.2,0.83,,,235.68,0.76
2015-07-07,266,1153,2081,-1.07,-1.76,16.09,0.01,235.69,0.76
2015-07-08,269,1164,2047,0.91,0.95,19.66,0.01,235.7,0.76
2015-07-09,269,1159,2051,0.19,-0.37,19.97,0.01,235.7,0.76
2015-07-10,284,1158,2077,5.38,-0.11,16.83,0.01,235.71,0.76
2015-07-13,290,1155,2100,-6.47,-0.22,13.9,0.01,235.72,0.76
2015-07-14,287,1154,2109,-1.17,-0.16,13.37,0.01,235.73,0.76
2015-07-15,283,1147,2107,-1.23,-0.53,13.23,0.01,235.73,0.76
2015-07-16,277,1144,2124,-2.41,-0.31,12.11,0.01,235.74,0.76
2015-07-17,280,1132,2127,1.1,-1.05,11.95,0.01,235.74,0.76
2015-07-20,278,1107,2128,1.65,-2.22,12.25,0.02,235.76,0.76
2015-07-21,275,1104,2119,-0.93,-0.3,12.22,0.03,235.76,0.76
2015-07-22,276,1092,2114,0.5,-1.09,12.12,0.03,235.76,0.76
2015-07-23,276,1094,2102,-0.34,0.24,12.64,0.03,235.77,0.76
2015-07-24,288,1086,2080,4.66,-0.79,13.74,0.03,235.77,0.76
2015-07-27,293,1096,2068,0.42,1.0,15.6,0.03,235.79,0.76
2015-07-28,294,1096,2093,0.24,-0.02,13.44,0.04,235.79,0.76
2015-07-29,288,1093,2109,-1.81,-0.33,12.5,0.05,235.8,0.76
2015-07-30,287,1089,2109,-0.47,-0.36,12.13,0.06,235.8,0.76
2015-07-31,284,1095,2104,-1.15,0.59,12.12,0.06,235.81,0.76
2015-08-03,282,1089,2098,0.08,-0.52,12.56,0.06,235.82,0.76
2015-08-04,284,1091,2093,0.97,0.12,13.0,0.08,235.83,0.76
2015-08-05,282,1086,2100,-0.91,-0.47,12.51,0.08,235.83,0.76
2015-08-06,278,1090,2084,-1.32,0.41,13.77,0.03,235.84,0.76
2015-08-07,278,1094,2078,-0.04,0.37,13.39,0.05,235.84,0.76
2015-08-10,263,1104,2104,-0.22,0.91,12.23,0.06,235.85,0.76
2015-08-11,269,1108,2084,2.18,0.33,13.71,0.1,235.86,0.76
2015-08-12,268,1124,2086,-0.51,1.44,13.61,0.09,235.86,0.76
2015-08-13,263,1116,2083,-1.58,-0.71,13.49,0.08,235.87,0.76
2015-08-14,265,1113,2092,0.6,-0.26,12.83,0.08,235.87,0.76
2015-08-17,257,1118,2102,0.0,0.51,13.02,0.06,235.89,0.76
2015-08-18,247,1117,2097,-4.05,-0.13,13.79,0.09,235.89,0.76
2015-08-19,226,1128,2080,-8.4,0.98,15.25,0.04,235.9,0.76
2015-08-20,235,1153,2036,3.83,2.24,19.14,0.01,235.9,0.76
2015-08-21,232,1160,1971,-0.96,0.55,28.03,0.02,235.91,0.76
2015-08-24,211,1154,1893,-6.76,-0.52,40.74,0.01,235.92,0.76
2015-08-25,220,1138,1868,4.29,-1.33,36.02,0.05,235.92,0.76
2015-08-26,225,1125,1941,2.02,-1.2,30.32,0.05,235.93,0.76
2015-08-27,223,1123,1988,-1.0,-0.18,26.1,0.05,235.93,0.76
2015-08-28,232,1134,1989,4.0,1.02,26.05,0.05,235.94,0.76
2015-08-31,230,1132,1972,0.47,-0.13,28.43,0.0,235.95,0.76
2015-09-01,227,1140,1914,-1.0,0.64,31.4,0.04,235.96,0.76
2015-09-02,229,1134,1949,0.64,-0.54,26.09,0.03,235.96,0.76
2015-09-03,226,1124,1951,-1.06,-0.8,25.61,0.01,235.97,0.76
2015-09-04,230,1121,1921,1.79,-0.28,27.8,0.03,235.97,0.76
2015-09-07,240,1121,1921,-0.12,-0.04,,,235.99,0.76
2015-09-09,237,1102,1942,-2.4,-1.69,26.23,0.04,235.99,0.76
2015-09-10,238,1109,1952,0.28,0.66,24.37,0.01,236.0,0.76
2015-09-11,240,1103,1961,0.76,-0.54,23.2,0.02,236.0,0.76
2015-09-14,230,1108,1953,-0.12,0.4,24.25,0.03,236.02,0.76
2015-09-15,230,1103,1978,-0.17,-0.46,22.54,0.06,236.02,0.76
2015-09-16,229,1119,1995,-0.41,1.49,21.35,0.05,236.03,0.76
2015-09-17,233,1117,1990,1.8,-0.18,21.14,0.0,236.03,0.76
2015-09-18,232,1138,1958,-0.22,1.86,22.28,0.01,236.04,0.76
2015-09-21,226,1133,1967,-2.06,-0.44,20.14,0.01,236.05,0.76
2015-09-22,230,1125,1943,1.63,-0.71,22.44,0.0,236.06,0.76
2015-09-23,230,1132,1939,-0.05,0.6,22.13,0.0,236.06,0.76
2015-09-24,234,1154,1932,1.68,1.97,23.47,0.0,236.07,0.76
2015-09-25,235,1146,1931,0.54,-0.71,23.62,0.02,236.07,0.76
2015-09-28,239,1132,1882,2.74,-1.21,27.63,0.01,236.08,0.76
2015-09-29,237,1127,1884,-0.9,-0.43,26.83,0.0,236.09,0.76
2015-09-30,236,1115,1920,-0.33,-1.03,24.5,0.0,236.09,0.76
2015-10-01,237,1114,1924,0.47,-0.13,22.55,0.02,236.1,0.76
2015-10-02,237,1137,1951,-0.14,2.06,20.94,0.01,236.1,0.76
2015-10-05,240,1138,1987,0.76,0.09,19.54,0.01,236.12,0.76
2015-10-06,246,1146,1980,2.49,0.77,19.4,0.0,236.12,0.76
2015-10-07,243,1149,1996,-1.28,0.2,18.4,0.0,236.13,0.76
2015-10-08,243,1144,2013,-0.16,-0.38,17.42,0.0,236.13,0.76
2015-10-09,244,1156,2015,0.6,1.01,17.08,0.0,236.14,0.76
2015-10-12,245,1164,2017,-0.93,0.74,16.17,0.01,236.15,0.76
2015-10-13,249,1165,2004,1.4,0.08,17.67,0.0,236.15,0.76
2015-10-14,252,1180,1994,1.43,1.24,18.03,0.01,236.16,0.76
2015-10-15,254,1188,2024,0.84,0.65,16.05,0.0,236.16,0.76
2015-10-16,263,1183,2033,3.31,-0.37,15.05,0.0,236.17,0.76
2015-10-19,264,1173,2034,0.82,-0.87,14.98,0.0,236.18,0.76
2015-10-20,270,1178,2031,2.25,0.4,15.75,0.01,236.19,0.76
2015-10-21,267,1167,2019,-0.98,-0.88,16.7,0.0,236.19,0.76
2015-10-22,274,1166,2053,2.74,-0.09,14.45,0.0,236.2,0.76
2015-10-23,277,1163,2075,0.91,-0.28,14.46,0.0,236.2,0.76
2015-10-26,285,1166,2071,-0.94,0.29,15.29,0.01,236.22,0.76
2015-10-27,295,1166,2066,3.34,-0.03,15.43,0.01,236.22,0.76
2015-10-28,304,1176,2090,3.01,0.88,14.33,0.04,236.22,0.76
2015-10-29,314,1147,2089,3.32,-2.45,14.61,0.05,236.23,0.76
2015-10-30,327,1141,2079,4.3,-0.51,15.07,0.07,236.23,0.76
2015-11-02,359,1136,2104,11.25,-0.48,14.15,0.05,236.25,0.76
2015-11-03,396,1114,2110,10.36,-1.92,14.54,0.06,236.25,0.76
2015-11-04,401,1106,2102,1.11,-0.71,15.51,0.05,236.26,0.76
2015-11-05,383,1104,2100,-4.54,-0.18,15.05,0.04,236.26,0.76
2015-11-06,370,1088,2099,-3.37,-1.49,14.33,0.07,236.27,0.76
2015-11-09,380,1088,2079,2.33,0.04,16.52,0.08,236.28,0.76
2015-11-10,337,1088,2082,-11.45,0.04,15.29,0.12,236.29,0.76
2015-11-11,305,1085,2075,-9.5,-0.33,16.06,0.12,236.29,0.76
2015-11-12,334,1081,2046,9.56,-0.36,18.37,0.12,236.3,0.76
2015-11-13,334,1081,2023,-0.02,-0.01,20.08,0.11,236.3,0.76
2015-11-16,330,1084,2053,4.02,0.25,18.16,0.1,236.31,0.76
2015-11-17,334,1069,2050,1.12,-1.38,18.84,0.14,236.32,0.76
2015-11-18,336,1069,2084,0.6,0.01,16.85,0.12,236.32,0.76
2015-11-19,325,1078,2081,-3.26,0.86,16.99,0.09,236.33,0.76
2015-11-20,321,1076,2089,-1.19,-0.15,15.47,0.09,236.33,0.76
2015-11-23,322,1067,2087,-0.2,-0.88,15.62,0.1,236.35,0.76
2015-11-24,318,1074,2089,-1.17,0.66,15.93,0.15,236.35,0.76
2015-11-25,328,1070,2089,2.88,-0.35,15.19,0.17,236.36,0.76
2015-11-26,354,1056,2089,8.01,-1.29,,,236.36,0.76
2015-11-30,378,1065,2080,1.92,0.86,16.13,0.17,236.38,0.76
2015-12-01,362,1064,2103,-4.28,-0.17,14.67,0.2,236.38,0.76
2015-12-02,360,1054,2080,-0.5,-0.91,15.91,0.2,236.39,0.76
2015-12-03,360,1061,2050,0.09,0.7,18.11,0.2,236.39,0.76
2015-12-04,362,1084,2092,0.38,2.16,14.81,0.2,236.4,0.76
2015-12-07,394,1075,2077,0.23,-0.82,15.84,0.23,236.41,0.76
2015-12-08,411,1075,2064,4.16,0.01,17.6,0.27,236.42,0.76
2015-12-09,416,1076,2048,1.3,0.11,19.61,0.25,236.42,0.76
2015-12-10,416,1072,2052,-0.12,-0.42,19.34,0.23,236.43,0.76
2015-12-11,450,1076,2012,8.26,0.35,24.39,0.21,236.43,0.76
2015-12-14,442,1063,2022,1.68,-1.14,22.73,0.2,236.45,0.76
2015-12-15,463,1062,2043,4.67,-0.17,20.95,0.25,236.45,0.76
2015-12-16,454,1077,2073,-1.87,1.43,17.86,0.23,236.45,0.76
2015-12-17,456,1050,2042,0.34,-2.53,18.94,0.21,236.46,0.76
2015-12-18,463,1065,2006,1.68,1.47,20.7,0.17,236.46,0.76
2015-12-21,438,1081,2021,-0.95,1.46,18.7,0.15,236.48,0.76
2015-12-22,437,1074,2039,-0.13,-0.6,16.6,0.19,236.48,0.76
2015-12-23,442,1068,2064,1.24,-0.54,15.57,0.19,236.49,0.76
2015-12-24,453,1076,2061,2.38,0.71,15.74,0.18,236.49,0.76
2015-12-28,422,1068,2056,-0.15,-0.71,16.91,0.19,236.51,0.76
2015-12-29,432,1068,2078,2.41,-0.03,16.08,0.22,236.52,0.76
2015-12-30,427,1060,2063,-1.1,-0.77,17.29,0.19,236.52,0.76
2015-12-31,430,1060,2044,0.66,0.04,18.21,0.15,236.52,0.73
2016-01-04,433,1075,2013,0.61,1.41,20.7,0.16,236.58,0.73
2016-01-05,431,1078,2017,-0.49,0.3,19.34,0.2,236.59,0.73
2016-01-06,431,1092,1990,-0.09,1.25,20.59,0.2,236.61,0.73
2016-01-07,457,1108,1943,6.09,1.46,24.99,0.19,236.62,0.73
2016-01-08,453,1098,1922,-0.91,-0.89,27.01,0.19,236.63,0.73
2016-01-11,448,1096,1924,0.34,-0.15,24.3,0.17,236.67,0.73
2016-01-12,445,1085,1939,-0.6,-1.0,22.47,0.21,236.69,0.73
2016-01-13,432,1087,1890,-2.89,0.18,25.22,0.22,236.7,0.73
2016-01-14,429,1074,1922,-0.71,-1.24,23.95,0.24,236.71,0.73
2016-01-15,372,1091,1880,-13.25,1.59,27.02,0.22,236.73,0.73
2016-01-18,384,1089,1880,0.5,-0.15,,,236.77,0.73
2016-01-20,415,1106,1859,9.26,1.57,27.59,0.25,236.79,0.73
2016-01-21,410,1098,1869,-1.05,-0.72,26.69,0.27,236.81,0.73
2016-01-22,383,1096,1907,-6.73,-0.17,22.34,0.29,236.82,0.73
2016-01-25,393,1105,1877,-2.33,0.82,24.15,0.28,236.86,0.73
2016-01-26,390,1120,1904,-0.76,1.35,22.5,0.3,236.87,0.73
2016-01-27,395,1116,1883,1.34,-0.39,23.11,0.3,236.89,0.73
2016-01-28,380,1116,1893,-3.88,0.03,22.42,0.32,236.9,0.73
2016-01-29,380,1116,1940,0.16,0.03,20.2,0.3,236.91,0.73
2016-02-01,372,1128,1939,0.63,1.04,19.98,0.29,236.95,0.73
2016-02-02,374,1127,1903,0.47,-0.07,21.98,0.33,236.97,0.73
2016-02-03,368,1141,1913,-1.58,1.25,21.65,0.33,236.98,0.73
2016-02-04,391,1158,1915,6.15,1.42,21.84,0.28,236.99,0.73
2016-02-05,386,1158,1880,-1.07,0.02,23.38,0.28,237.01,0.73
2016-02-08,373,1198,1853,-1.4,3.47,26.0,0.26,237.05,0.73
2016-02-09,375,1199,1852,0.72,0.06,26.54,0.3,237.06,0.73
2016-02-10,382,1195,1852,1.75,-0.33,26.29,0.3,237.07,0.73
2016-02-11,380,1248,1829,-0.64,4.45,28.14,0.27,237.09,0.73
2016-02-12,384,1239,1865,1.21,-0.67,25.4,0.27,237.1,0.73
2016-02-15,401,1208,1865,-1.09,-2.52,,,237.14,0.73
2016-02-17,417,1211,1927,2.64,0.26,22.31,0.29,237.17,0.73
2016-02-18,421,1226,1918,1.02,1.23,21.64,0.29,237.18,0.73
2016-02-19,420,1231,1918,-0.34,0.37,20.53,0.28,237.2,0.73
2016-02-22,438,1210,1946,-0.02,-1.68,19.38,0.29,237.24,0.73
2016-02-23,420,1223,1921,-4.09,1.03,20.98,0.32,237.25,0.73
2016-02-24,423,1239,1930,0.67,1.35,20.72,0.31,237.26,0.73
2016-02-25,424,1239,1952,0.18,-0.02,19.11,0.31,237.28,0.73
2016-02-26,427,1220,1948,0.91,-1.49,19.81,0.3,237.29,0.73
2016-02-29,436,1234,1932,0.86,1.15,20.55,0.31,237.33,0.73
2016-03-01,434,1231,1978,-0.5,-0.29,17.7,0.32,237.34,0.73
2016-03-02,425,1242,1986,-2.0,0.89,17.09,0.3,237.36,0.73
2016-03-03,420,1258,1993,-1.36,1.32,16.7,0.26,237.37,0.73
2016-03-04,410,1271,2000,-2.4,0.99,16.86,0.26,237.38,0.73
2016-03-07,415,1264,2002,2.19,-0.53,17.35,0.26,237.42,0.73
2016-03-08,412,1263,1979,-0.72,-0.09,18.67,0.31,237.44,0.73
2016-03-09,413,1257,1989,0.21,-0.44,18.34,0.29,237.45,0.73
2016-03-10,416,1273,1990,0.74,1.22,18.05,0.3,237.46,0.73
2016-03-11,419,1259,2022,0.79,-1.05,16.5,0.31,237.48,0.73
2016-03-14,414,1245,2020,0.46,-1.14,16.92,0.31,237.52,0.73
2016-03-15,415,1231,2016,0.2,-1.13,16.84,0.32,237.53,0.73
2016-03-16,416,1230,2027,0.19,-0.1,14.99,0.3,237.54,0.73
2016-03-17,418,1265,2041,0.54,2.86,14.44,0.28,237.56,0.73
2016-03-18,408,1254,2050,-2.39,-0.85,14.02,0.28,237.57,0.73
2016-03-21,411,1244,2052,-0.1,-0.81,13.79,0.29,237.61,0.73
2016-03-22,416,1249,2050,1.24,0.35,14.17,0.29,237.62,0.73
2016-03-23,417,1224,2037,0.19,-1.97,14.94,0.29,237.64,0.73
2016-03-24,415,1222,2036,-0.54,-0.2,14.74,0.28,237.65,0.73
2016-03-28,422,1220,2037,-0.56,-0.12,15.24,0.25,237.7,0.73
2016-03-29,415,1236,2055,-1.71,1.29,13.82,0.22,237.72,0.73
2016-03-30,412,1229,2064,-0.62,-0.58,13.56,0.19,237.73,0.73
2016-03-31,416,1236,2060,0.78,0.57,13.95,0.19,237.75,0.73
2016-04-01,416,1224,2073,0.0,-0.98,13.1,0.22,237.76,0.73
2016-04-04,419,1219,2066,0.06,-0.34,14.12,0.18,237.8,0.73
2016-04-05,422,1230,2045,0.65,0.84,15.42,0.22,237.81,0.73
2016-04-06,421,1224,2067,-0.19,-0.47,14.09,0.22,237.83,0.73
2016-04-07,420,1238,2042,-0.27,1.12,16.16,0.22,237.84,0.73
2016-04-08,418,1244,2048,-0.58,0.51,15.36,0.22,237.85,0.73
2016-04-11,421,1258,2042,0.28,1.14,16.26,0.21,237.89,0.73
2016-04-12,425,1261,2062,0.79,0.23,14.85,0.23,237.91,0.73
2016-04-13,424,1248,2082,-0.3,-1.0,13.84,0.22,237.92,0.73
2016-04-14,424,1226,2083,0.13,-1.75,13.72,0.22,237.93,0.73
2016-04-15,429,1235,2081,1.1,0.66,13.62,0.21,237.95,0.73
2016-04-18,428,1235,2094,0.34,0.03,13.35,0.2,237.99,0.73
2016-04-19,435,1254,2101,1.69,1.56,13.24,0.22,238.0,0.73
2016-04-20,441,1254,2102,1.43,0.01,13.28,0.22,238.01,0.73
2016-04-21,449,1250,2091,1.85,-0.33,13.95,0.22,238.03,0.73
2016-04-22,445,1230,2092,-0.9,-1.62,13.22,0.22,238.04,0.73
2016-04-25,462,1240,2088,0.91,0.83,14.08,0.24,238.08,0.73
2016-04-26,466,1243,2092,0.92,0.26,13.96,0.25,238.09,0.73
2016-04-27,447,1250,2095,-4.08,0.56,13.77,0.25,238.11,0.73
2016-04-28,448,1266,2076,0.33,1.28,15.22,0.21,238.12,0.73
2016-04-29,455,1290,2065,1.45,1.9,15.7,0.19,238.13,0.73
2016-05-02,444,1296,2081,-1.78,0.41,14.68,0.19,238.17,0.73
2016-05-03,450,1292,2063,1.37,-0.31,15.6,0.2,238.19,0.73
2016-05-04,446,1274,2051,-0.99,-1.35,16.05,0.2,238.2,0.73
2016-05-05,448,1272,2051,0.51,-0.16,15.91,0.18,238.21,0.73
2016-05-06,460,1294,2057,2.56,1.71,14.72,0.18,238.23,0.73
2016-05-09,460,1267,2059,0.56,-2.12,14.57,0.2,238.27,0.73
2016-05-10,449,1265,2084,-2.41,-0.14,13.63,0.24,238.28,0.73
2016-05-11,452,1276,2064,0.7,0.85,14.69,0.25,238.29,0.73
2016-05-12,454,1271,2064,0.43,-0.34,14.41,0.26,238.31,0.73
2016-05-13,455,1273,2047,0.22,0.12,15.04,0.26,238.32,0.73
2016-05-16,455,1274,2067,-0.71,0.12,14.68,0.26,238.36,0.73
2016-05-17,453,1277,2047,-0.36,0.21,15.57,0.27,238.38,0.73
2016-05-18,454,1274,2048,0.21,-0.2,15.95,0.27,238.39,0.73
2016-05-19,443,1255,2040,-2.55,-1.54,16.33,0.29,238.4,0.73
2016-05-20,442,1253,2052,-0.12,-0.15,15.2,0.3,238.42,0.73
2016-05-23,444,1252,2048,0.93,-0.11,15.82,0.31,238.46,0.73
