date,price_bitcoin,price_gold,price_sp500,change_bitcoin,change_gold,vix,interest_rate,cpi,inflation
2019-02-14,3593,1314,2746,-0.52,-0.09,16.22,2.37,251.94,1.91
2019-02-15,3605,1322,2776,0.34,0.62,14.91,2.37,251.96,1.91
2019-02-18,3896,1345,2776,6.33,1.72,,,252.0,1.91
2019-02-20,3972,1348,2785,1.48,0.23,14.02,2.38,252.04,1.91
2019-02-21,3937,1328,2775,-0.9,-1.49,14.46,2.39,252.05,1.91
2019-02-22,3965,1333,2793,0.73,0.38,13.51,2.39,252.07,1.91
2019-02-25,3834,1330,2796,2.09,-0.25,14.85,2.39,252.11,1.91
2019-02-26,3810,1328,2794,-0.61,-0.08,15.17,2.4,252.13,1.91
2019-02-27,3815,1321,2792,0.11,-0.55,14.7,2.39,252.15,1.91
2019-02-28,3817,1316,2784,0.05,-0.39,14.78,2.38,252.16,1.91
2019-03-01,3822,1299,2804,0.14,-1.28,13.57,2.38,252.18,1.91
2019-03-04,3716,1288,2793,-2.45,-0.9,14.63,2.38,252.22,1.91
2019-03-05,3857,1285,2790,3.8,-0.22,14.74,2.4,252.24,1.91
2019-03-06,3863,1288,2771,0.15,0.23,15.74,2.4,252.26,1.91
2019-03-07,3875,1286,2749,0.32,-0.12,16.59,2.39,252.27,1.91
2019-03-08,3866,1299,2743,-0.24,1.03,16.05,2.39,252.29,1.91
2019-03-11,3870,1291,2783,-1.15,-0.63,14.33,2.38,252.33,1.91
2019-03-12,3886,1298,2792,0.41,0.54,13.77,2.39,252.35,1.91
2019-03-13,3865,1309,2811,-0.54,0.86,13.41,2.39,252.37,1.91
2019-03-14,3879,1295,2808,0.36,-1.08,13.5,2.39,252.38,1.91
2019-03-15,3924,1303,2822,1.17,0.6,12.88,2.39,252.4,1.91
2019-03-18,3990,1302,2833,0.22,-0.11,13.1,2.38,252.44,1.91
2019-03-19,4017,1306,2833,0.67,0.38,13.56,2.4,252.46,1.91
2019-03-20,4041,1302,2824,0.6,-0.37,13.91,2.41,252.48,1.91
2019-03-21,3982,1307,2855,-1.46,0.43,13.63,2.41,252.49,1.91
2019-03-22,3990,1312,2801,0.21,0.38,16.48,2.4,252.51,1.91
2019-03-25,3937,1323,2798,-1.44,0.78,16.33,2.39,252.55,1.91
2019-03-26,3943,1315,2818,0.15,-0.57,14.68,2.4,252.57,1.91
2019-03-27,4042,1310,2805,2.51,-0.35,15.15,2.38,252.59,1.91
2019-03-28,4026,1295,2815,-0.4,-1.15,14.43,2.37,252.6,1.91
2019-03-29,4102,1298,2834,1.9,0.25,13.71,2.33,252.62,1.91
2019-04-01,4145,1294,2867,1.04,-0.33,13.4,2.32,252.66,1.91
2019-04-02,4859,1295,2867,17.23,0.09,13.36,2.37,252.68,1.91
2019-04-03,4969,1295,2873,2.25,-0.01,13.74,2.37,252.7,1.91
2019-04-04,4902,1294,2879,-1.33,-0.08,13.58,2.37,252.71,1.91
2019-04-05,5010,1296,2893,2.2,0.1,12.82,2.37,252.73,1.91
2019-04-08,5245,1302,2896,1.38,0.49,13.18,2.37,252.77,1.91
2019-04-09,5158,1308,2878,-1.65,0.49,14.28,2.37,252.79,1.91
2019-04-10,5308,1314,2888,2.89,0.43,13.3,2.36,252.81,1.91
2019-04-11,5023,1293,2888,-5.37,-1.57,13.02,2.37,252.82,1.91
2019-04-12,5054,1295,2907,0.63,0.15,12.01,2.38,252.84,1.91
2019-04-15,5032,1291,2906,-2.0,-0.3,12.32,2.36,252.88,1.91
2019-04-16,5181,1277,2907,2.95,-1.09,12.18,2.38,252.9,1.91
2019-04-17,5208,1277,2900,0.53,-0.03,12.6,2.38,252.92,1.91
2019-04-18,5265,1276,2905,1.08,-0.06,12.09,2.37,252.93,1.91
2019-04-22,5347,1278,2908,1.97,0.13,12.42,2.38,252.99,1.91
2019-04-23,5512,1273,2934,3.08,-0.34,12.28,2.39,253.01,1.91
2019-04-24,5416,1279,2927,-1.74,0.49,13.14,2.38,253.03,1.91
2019-04-25,5209,1280,2926,-3.81,0.02,13.25,2.37,253.04,1.91
2019-04-26,5298,1289,2940,1.71,0.71,12.73,2.36,253.06,1.91
2019-04-29,5235,1282,2943,-1.27,-0.57,13.11,2.36,253.1,1.91
2019-04-30,5321,1286,2946,1.64,0.33,13.12,2.37,253.12,1.91
2019-05-01,5384,1284,2924,1.19,-0.12,14.8,2.36,253.14,1.91
2019-05-02,5494,1272,2918,2.04,-0.95,14.42,2.37,253.15,1.91
2019-05-03,5767,1281,2946,4.97,0.73,12.87,2.37,253.17,1.91
2019-05-06,5745,1284,2932,-0.52,0.2,15.44,2.36,253.21,1.91
2019-05-07,5850,1286,2884,1.82,0.14,19.32,2.37,253.23,1.91
2019-05-08,5990,1281,2879,2.41,-0.33,19.4,2.37,253.25,1.91
2019-05-09,6192,1285,2871,3.36,0.3,19.1,2.37,253.26,1.91
2019-05-10,6386,1287,2881,3.14,0.17,16.04,2.37,253.28,1.91
2019-05-13,7806,1302,2812,11.76,1.12,20.55,2.35,253.32,1.91
2019-05-14,7995,1296,2834,2.42,-0.42,18.06,2.35,253.34,1.91
2019-05-15,8165,1298,2851,2.13,0.12,16.44,2.35,253.36,1.91
2019-05-16,7872,1286,2876,-3.59,-0.89,15.29,2.34,253.37,1.91
2019-05-17,7360,1276,2860,-6.51,-0.82,15.96,2.33,253.39,1.91
2019-05-20,7965,1277,2840,-2.35,0.13,16.31,2.32,253.44,1.91
2019-05-21,7930,1273,2864,-0.44,-0.32,14.95,2.33,253.45,1.91
2019-05-22,7636,1274,2856,-3.72,0.08,14.75,2.32,253.47,1.91
2019-05-23,7852,1285,2822,2.83,0.88,16.92,2.3,253.48,1.91
2019-05-24,7970,1284,2826,1.5,-0.14,15.85,2.29,253.5,1.91
2019-05-27,8760,1277,2826,1.51,-0.51,,,253.55,1.91
2019-05-29,8648,1281,2783,-0.79,0.31,17.9,2.3,253.58,1.91
2019-05-30,8272,1292,2789,-4.35,0.89,17.3,2.31,253.59,1.91
2019-05-31,8558,1311,2752,3.46,1.45,18.71,2.29,253.61,1.91
2019-06-03,8125,1328,2744,-6.92,1.28,18.86,2.28,253.66,1.91
2019-06-04,7686,1329,2803,-5.41,0.06,16.97,2.3,253.67,1.91
2019-06-05,7779,1334,2826,1.22,0.37,16.09,2.29,253.69,1.91
2019-06-06,7785,1343,2843,0.08,0.68,15.93,2.26,253.7,1.91
2019-06-07,7985,1346,2873,2.57,0.25,16.3,2.21,253.72,1.91
2019-06-10,7988,1329,2887,4.62,-1.25,15.94,2.22,253.77,1.91
2019-06-11,7888,1331,2886,-1.25,0.14,15.99,2.21,253.78,1.91
2019-06-12,8133,1337,2880,3.11,0.42,15.91,2.16,253.8,1.91
2019-06-13,8219,1344,2892,1.06,0.52,15.82,2.14,253.81,1.91
2019-06-14,8656,1344,2887,5.32,0.06,15.28,2.12,253.83,1.91
2019-06-17,9319,1343,2890,3.98,-0.12,15.35,2.14,253.88,1.91
2019-06-18,9081,1351,2918,-2.56,0.58,15.15,2.17,253.89,1.91
2019-06-19,9255,1349,2926,1.93,-0.14,14.33,2.12,253.91,1.91
2019-06-20,9517,1397,2954,2.83,3.57,14.75,2.08,253.92,1.91
2019-06-21,10179,1400,2950,6.96,0.23,15.4,2.06,253.94,1.91
2019-06-24,11046,1418,2945,1.37,1.29,15.26,2.06,253.99,1.91
2019-06-25,11810,1419,2917,6.91,0.04,16.28,2.08,254.0,1.91
2019-06-26,13064,1415,2914,10.62,-0.23,16.21,2.09,254.02,1.91
2019-06-27,11288,1412,2925,-13.59,-0.24,15.82,2.09,254.03,1.91
2019-06-28,12409,1414,2942,9.93,0.12,15.08,2.04,254.05,1.91
2019-07-01,10617,1389,2964,-1.87,-1.73,14.06,2.07,254.1,1.91
2019-07-02,10836,1408,2973,2.07,1.35,12.93,2.15,254.11,1.91
2019-07-03,11901,1421,2996,9.83,0.92,12.57,2.15,254.13,1.91
2019-07-04,11163,1400,2996,-6.2,-1.46,,,254.14,1.91
2019-07-08,12253,1400,2976,7.33,-0.01,13.96,2.18,254.21,1.91
2019-07-09,12542,1400,2980,2.36,0.04,14.09,2.19,254.22,1.91
2019-07-10,12111,1412,2993,-3.44,0.86,13.03,2.13,254.24,1.91
2019-07-11,11342,1407,3000,-6.34,-0.41,12.93,2.1,254.25,1.91
2019-07-12,11762,1412,3014,3.7,0.39,12.39,2.09,254.27,1.91
2019-07-15,10846,1414,3014,6.33,0.09,12.68,2.09,254.32,1.91
2019-07-16,9425,1411,3004,-13.1,-0.16,12.86,2.1,254.33,1.91
2019-07-17,9723,1423,2984,3.17,0.86,13.97,2.07,254.35,1.91
2019-07-18,10651,1428,2995,9.55,0.34,13.53,2.01,254.36,1.91
2019-07-19,10572,1427,2977,-0.75,-0.1,14.45,2.01,254.38,1.91
2019-07-22,10412,1427,2985,-2.82,0.01,13.53,2.03,254.43,1.91
2019-07-23,9889,1422,3005,-5.03,-0.36,12.61,2.03,254.44,1.91
2019-07-24,9804,1424,3020,-0.85,0.13,12.07,2.04,254.46,1.91
2019-07-25,9945,1415,3004,1.44,-0.63,12.74,2.06,254.47,1.91
2019-07-26,9831,1419,3026,-1.15,0.33,12.16,2.06,254.49,1.91
2019-07-29,9581,1420,3021,-1.51,0.08,12.83,2.05,254.54,1.91
2019-07-30,9581,1442,3013,-0.0,1.51,13.94,2.04,254.55,1.91
2019-07-31,10082,1438,2980,5.23,-0.28,16.12,2.03,254.57,1.91
2019-08-01,10380,1432,2954,2.96,-0.38,17.87,2.03,254.58,1.91
2019-08-02,10520,1458,2932,1.35,1.75,17.61,2.0,254.6,1.91
2019-08-05,11817,1476,2845,8.07,1.3,24.59,1.95,254.65,1.91
2019-08-06,11481,1484,2882,-2.84,0.52,20.17,2.0,254.66,1.91
2019-08-07,12014,1520,2884,4.64,2.39,19.49,1.97,254.68,1.91
2019-08-08,12192,1510,2938,1.48,-0.66,16.91,1.97,254.69,1.91
2019-08-09,12090,1508,2919,-0.84,-0.07,17.97,1.95,254.71,1.91
2019-08-12,11394,1517,2884,-1.07,0.58,21.09,1.93,254.76,1.91
2019-08-13,10893,1514,2926,-4.4,-0.2,17.52,1.96,254.77,1.91
2019-08-14,10049,1528,2841,-7.74,0.9,22.1,1.91,254.79,1.91
2019-08-15,10303,1531,2848,2.53,0.22,21.18,1.84,254.8,1.91
2019-08-16,10336,1524,2889,0.31,-0.5,18.47,1.82,254.82,1.91
2019-08-19,10911,1512,2924,5.8,-0.79,16.88,1.85,254.87,1.91
2019-08-20,10753,1516,2901,-1.45,0.27,17.5,1.9,254.88,1.91
2019-08-21,10142,1516,2924,-5.68,0.0,15.8,1.93,254.9,1.91
2019-08-22,10105,1508,2923,-0.36,-0.48,16.68,1.94,254.91,1.91
2019-08-23,10389,1538,2847,2.81,1.93,19.87,1.91,254.93,1.91
2019-08-26,10372,1537,2878,2.32,-0.03,19.32,1.93,254.98,1.91
2019-08-27,10185,1552,2869,-1.8,0.95,20.31,1.94,254.99,1.91
2019-08-28,9729,1549,2888,-4.47,-0.17,19.35,1.94,255.01,1.91
2019-08-29,9491,1537,2925,-2.45,-0.79,17.88,1.94,255.02,1.91
2019-08-30,9585,1529,2926,0.99,-0.49,18.98,1.93,255.04,1.91
2019-09-02,10349,1556,2926,6.37,1.73,,,255.09,1.91
2019-09-04,10568,1560,2938,-0.42,0.29,17.33,1.9,255.12,1.91
2019-09-05,10567,1526,2976,-0.01,-2.24,16.27,1.92,255.13,1.91
2019-09-06,10309,1516,2979,-2.44,-0.66,15.0,1.91,255.15,1.91
2019-09-09,10309,1511,2978,-0.9,-0.29,15.27,1.91,255.2,1.91
2019-09-10,10105,1499,2979,-1.98,-0.79,15.2,1.91,255.21,1.91
2019-09-11,10162,1503,3001,0.57,0.27,14.61,1.91,255.23,1.91
2019-09-12,10415,1507,3010,2.49,0.28,14.22,1.89,255.24,1.91
2019-09-13,10342,1500,3007,-0.7,-0.52,13.74,1.9,255.26,1.91
2019-09-16,10256,1512,2998,-0.54,0.8,14.67,1.95,255.31,1.91
2019-09-17,10196,1513,3006,-0.58,0.13,14.44,1.94,255.32,1.91
2019-09-18,10165,1516,3007,-0.3,0.16,13.95,1.88,255.34,1.91
2019-09-19,10250,1506,3007,0.84,-0.63,14.05,1.88,255.35,1.91
2019-09-20,10173,1515,2992,-0.76,0.59,15.32,1.85,255.37,1.91
2019-09-23,9702,1532,2992,-3.28,1.08,14.91,1.85,255.42,1.91
2019-09-24,8514,1540,2967,-12.25,0.57,17.05,1.88,255.43,1.91
2019-09-25,8432,1512,2985,-0.96,-1.81,15.96,1.85,255.45,1.91
2019-09-26,8064,1515,2978,-4.37,0.19,16.07,1.77,255.46,1.91
2019-09-27,8185,1506,2962,1.5,-0.58,17.22,1.73,255.48,1.91
2019-09-30,8284,1473,2977,2.92,-2.22,16.24,1.77,255.53,1.91
2019-10-01,8303,1489,2940,0.22,1.09,18.56,1.75,255.54,1.91
2019-10-02,8364,1508,2888,0.74,1.27,20.56,1.74,255.56,1.91
2019-10-03,8227,1514,2911,-1.64,0.39,19.12,1.66,255.57,1.91
2019-10-04,8148,1513,2952,-0.96,-0.06,17.04,1.65,255.59,1.91
2019-10-07,8199,1504,2939,4.02,-0.56,17.86,1.67,255.64,1.91
2019-10-08,8183,1504,2893,-0.19,-0.03,20.28,1.65,255.65,1.91
2019-10-09,8567,1513,2919,4.69,0.59,18.64,1.63,255.67,1.91
2019-10-10,8562,1501,2938,-0.05,-0.79,17.57,1.63,255.68,1.91
2019-10-11,8268,1489,2970,-3.44,-0.81,15.58,1.62,255.7,1.91
2019-10-14,8353,1498,2966,0.87,0.6,14.57,1.62,255.75,1.91
2019-10-15,8167,1484,2996,-2.23,-0.94,13.54,1.62,255.76,1.91
2019-10-16,8000,1494,2990,-2.04,0.71,13.68,1.62,255.78,1.91
2019-10-17,8073,1498,2998,0.91,0.29,13.79,1.62,255.79,1.91
2019-10-18,7948,1494,2986,-1.55,-0.28,14.25,1.62,255.81,1.91
2019-10-21,8208,1488,3007,-0.18,-0.4,14.0,1.62,255.86,1.91
2019-10-22,8031,1488,2996,-2.15,-0.04,14.46,1.62,255.87,1.91
2019-10-23,7477,1496,3005,-6.9,0.55,14.01,1.62,255.89,1.91
2019-10-24,7423,1505,3010,-0.73,0.6,13.71,1.62,255.9,1.91
2019-10-25,8658,1505,3023,16.65,0.04,12.65,1.62,255.92,1.91
2019-10-28,9207,1496,3039,-3.38,-0.63,13.11,1.61,255.97,1.91
2019-10-29,9411,1491,3037,2.22,-0.34,13.2,1.6,255.98,1.91
2019-10-30,9158,1497,3047,-2.69,0.4,12.33,1.6,256.0,1.91
2019-10-31,9153,1515,3038,-0.06,1.21,13.22,1.5,256.01,1.91
2019-11-01,9230,1511,3067,0.85,-0.22,12.3,1.49,256.03,1.91
2019-11-04,9396,1511,3078,2.15,-0.02,12.83,1.5,256.08,1.91
2019-11-05,9311,1484,3075,-0.91,-1.81,13.1,1.52,256.09,1.91
2019-11-06,9339,1493,3077,0.3,0.63,12.62,1.51,256.11,1.91
2019-11-07,9224,1466,3085,-1.24,-1.79,12.73,1.52,256.12,1.91
2019-11-08,8778,1463,3093,-4.83,-0.24,12.07,1.51,256.14,1.91
2019-11-11,8737,1457,3087,-3.32,-0.4,12.69,1.51,256.19,1.91
2019-11-12,8813,1454,3092,0.87,-0.23,12.68,1.53,256.2,1.91
2019-11-13,8783,1463,3094,-0.33,0.66,13.0,1.53,256.22,1.91
2019-11-14,8661,1473,3097,-1.39,0.69,13.05,1.53,256.23,1.91
2019-11-15,8476,1468,3120,-2.13,-0.33,12.05,1.53,256.25,1.91
2019-11-18,8208,1472,3122,-3.54,0.23,12.46,1.52,256.3,1.91
2019-11-19,8146,1474,3120,-0.76,0.16,12.86,1.52,256.31,1.91
2019-11-20,8099,1474,3108,-0.57,-0.01,12.78,1.52,256.33,1.91
2019-11-21,7628,1464,3104,-5.82,-0.72,13.13,1.53,256.34,1.91
2019-11-22,7272,1464,3110,-4.66,0.0,12.34,1.54,256.36,1.91
2019-11-25,7116,1457,3134,2.76,-0.46,11.87,1.54,256.41,1.91
2019-11-26,7163,1460,3141,0.66,0.23,11.54,1.57,256.42,1.91
2019-11-27,7511,1461,3154,4.86,0.03,11.75,1.57,256.44,1.91
2019-11-28,7427,1473,3154,-1.12,0.81,,,256.45,1.91
2019-12-02,7298,1469,3114,-1.33,-0.24,14.91,1.54,256.52,1.91
2019-12-03,7292,1484,3093,-0.09,1.03,15.96,1.54,256.53,1.91
2019-12-04,7204,1480,3113,-1.2,-0.28,14.8,1.5,256.55,1.91
2019-12-05,7399,1483,3117,2.7,0.2,14.52,1.49,256.57,1.91
2019-12-06,7531,1465,3146,1.78,-1.21,13.62,1.48,256.58,1.91
2019-12-09,7356,1465,3136,-2.24,-0.01,15.86,1.5,256.63,1.91
2019-12-10,7236,1468,3133,-1.63,0.22,15.68,1.51,256.64,1.91
2019-12-11,7208,1475,3142,-0.38,0.47,14.99,1.52,256.66,1.91
2019-12-12,7208,1472,3169,0.0,-0.18,13.94,1.53,256.68,1.91
2019-12-13,7255,1481,3169,0.65,0.6,12.63,1.52,256.69,1.91
2019-12-16,6904,1480,3191,-3.16,-0.05,12.14,1.52,256.74,1.91
2019-12-17,6613,1481,3193,-4.2,0.01,12.29,1.53,256.75,1.91
2019-12-18,7276,1479,3191,10.02,-0.13,12.58,1.52,256.77,1.91
2019-12-19,7166,1484,3205,-1.52,0.39,12.5,1.53,256.79,1.91
2019-12-20,7196,1481,3221,0.43,-0.24,12.51,1.53,256.8,1.91
2019-12-23,7323,1489,3224,-2.31,0.53,12.61,1.52,256.85,1.91
2019-12-24,7268,1505,3223,-0.74,1.08,12.67,1.54,256.86,1.91
2019-12-26,7211,1514,3240,-0.19,0.64,12.65,1.53,256.9,1.91
2019-12-27,7262,1518,3240,0.7,0.24,13.43,1.52,256.91,1.91
2019-12-30,7262,1519,3221,-1.84,0.03,14.82,1.49,256.96,1.91
2019-12-31,7196,1523,3231,-0.9,0.3,13.78,1.5,256.97,2.29
2020-01-02,6967,1528,3258,-3.23,0.33,12.47,1.5,256.99,2.29
2020-01-03,7343,1552,3235,5.4,1.59,14.02,1.47,257.0,2.29
2020-01-06,7759,1569,3246,5.24,1.06,13.85,1.49,257.03,2.29
2020-01-07,8156,1574,3237,5.11,0.35,13.79,1.5,257.04,2.29
2020-01-08,8060,1560,3253,-1.18,-0.9,13.45,1.49,257.05,2.29
2020-01-09,7842,1554,3275,-2.7,-0.38,12.54,1.5,257.06,2.29
2020-01-10,8187,1560,3265,4.4,0.37,12.56,1.5,257.07,2.29
2020-01-13,8111,1551,3288,-0.93,-0.61,12.32,1.51,257.1,2.29
2020-01-14,8829,1545,3283,8.85,-0.39,12.39,1.53,257.11,2.29
2020-01-15,8818,1554,3289,-0.12,0.61,12.42,1.51,257.12,2.29
2020-01-16,8727,1550,3317,-1.04,-0.23,12.32,1.52,257.13,2.29
2020-01-17,8913,1560,3330,2.13,0.63,12.1,1.52,257.14,2.29
2020-01-20,8642,1558,3330,-0.74,-0.15,,,257.17,2.29
2020-01-22,8678,1557,3322,-0.62,-0.08,12.91,1.51,257.18,2.29
2020-01-23,8405,1565,3326,-3.15,0.56,12.98,1.51,257.19,2.29
2020-01-24,8440,1572,3295,0.41,0.42,14.56,1.49,257.2,2.29
2020-01-27,8867,1577,3244,3.01,0.35,18.23,1.5,257.23,2.29
2020-01-28,9377,1570,3276,5.76,-0.48,16.28,1.53,257.24,2.29
2020-01-29,9299,1570,3273,-0.84,0.04,16.39,1.52,257.25,2.29
2020-01-30,9507,1589,3284,2.24,1.2,15.49,1.53,257.26,2.29
2020-01-31,9349,1588,3226,-1.66,-0.08,18.84,1.51,257.27,2.29
2020-02-03,9297,1582,3249,-0.41,-0.35,17.97,1.52,257.3,2.29
2020-02-04,9194,1556,3298,-1.1,-1.7,16.05,1.54,257.31,2.29
2020-02-05,9612,1563,3335,4.54,0.47,15.15,1.52,257.32,2.29
2020-02-06,9772,1570,3346,1.67,0.46,14.96,1.53,257.33,2.29
2020-02-07,9819,1573,3328,0.48,0.22,15.47,1.52,257.34,2.29
2020-02-10,9854,1580,3352,-2.93,0.39,15.04,1.52,257.37,2.29
2020-02-11,10230,1570,3358,3.81,-0.6,15.18,1.54,257.38,2.29
2020-02-12,10318,1572,3379,0.86,0.1,13.74,1.53,257.39,2.29
2020-02-13,10235,1579,3374,-0.8,0.46,14.15,1.54,257.39,2.29
2020-02-14,10333,1586,3380,0.96,0.48,13.68,1.53,257.4,2.29
2020-02-17,9701,1604,3380,-2.32,1.08,,,257.43,2.29
2020-02-19,9609,1612,3386,-5.4,0.51,14.38,1.54,257.45,2.29
2020-02-20,9602,1620,3373,-0.07,0.54,15.56,1.54,257.46,2.29
2020-02-21,9684,1649,3338,0.85,1.75,17.08,1.52,257.47,2.29
2020-02-24,9663,1677,3226,-2.82,1.69,25.03,1.5,257.5,2.29
2020-02-25,9317,1650,3128,-3.57,-1.59,27.85,1.49,257.51,2.29
2020-02-26,8800,1643,3116,-5.55,-0.42,27.56,1.48,257.52,2.29
2020-02-27,8819,1642,2979,0.21,-0.04,39.16,1.39,257.53,2.29
2020-02-28,8698,1567,2954,-1.37,-4.61,40.11,1.23,257.54,2.29
2020-03-02,8905,1595,3090,4.27,1.79,33.42,1.13,257.57,2.29
2020-03-03,8761,1644,3003,-1.61,3.11,36.82,0.92,257.58,2.29
2020-03-04,8758,1643,3130,-0.04,-0.09,31.99,0.68,257.59,2.29
2020-03-05,9060,1668,3024,3.45,1.52,39.62,0.6,257.6,2.29
2020-03-06,9135,1672,2972,0.82,0.26,41.94,0.41,257.61,2.29
2020-03-09,7933,1676,2747,-1.26,0.2,54.46,0.33,257.63,2.29
2020-03-10,7891,1660,2882,-0.53,-0.92,47.3,0.39,257.64,2.29
2020-03-11,7935,1642,2741,0.56,-1.08,53.9,0.37,257.65,2.29
2020-03-12,4826,1590,2481,-39.18,-3.17,75.47,0.27,257.66,2.29
2020-03-13,5584,1517,2711,15.71,-4.63,57.83,0.24,257.67,2.29
2020-03-16,5030,1486,2386,-6.27,-1.99,82.69,0.19,257.7,2.29
2020-03-17,5261,1526,2529,4.59,2.64,75.91,0.17,257.71,2.29
2020-03-18,5361,1478,2398,1.91,-3.14,76.45,0.0,257.72,2.29
2020-03-19,6172,1479,2409,15.12,0.09,72.0,-0.03,257.73,2.29
2020-03-20,6205,1485,2305,0.54,0.36,66.04,-0.03,257.74,2.29
2020-03-23,6469,1568,2237,11.11,5.59,61.59,-0.04,257.77,2.29
2020-03-24,6745,1661,2447,4.26,5.95,61.67,-0.03,257.78,2.29
2020-03-25,6679,1633,2476,-0.97,-1.65,63.95,-0.07,257.79,2.29
2020-03-26,6725,1651,2630,0.69,1.09,61.0,-0.1,257.8,2.29
2020-03-27,6373,1625,2541,-5.23,-1.59,65.54,-0.06,257.81,2.29
2020-03-30,6391,1643,2627,8.5,1.12,57.08,0.01,257.83,2.29
2020-03-31,6412,1597,2585,0.34,-2.84,53.54,0.03,257.84,2.29
2020-04-01,6638,1591,2470,3.52,-0.33,57.06,0.06,257.85,2.29
2020-04-02,6800,1638,2527,2.44,2.91,50.91,0.06,257.86,2.29
2020-04-03,6736,1646,2489,-0.95,0.49,46.8,0.06,257.87,2.29
2020-04-06,7332,1694,2664,8.26,2.93,45.24,0.06,257.9,2.29
2020-04-07,7185,1684,2659,-2.01,-0.6,46.7,0.13,257.91,2.29
2020-04-08,7361,1684,2750,2.45,0.04,43.35,0.19,257.92,2.29
2020-04-09,7289,1753,2790,-0.98,4.07,41.67,0.21,257.93,2.29
2020-04-13,6841,1761,2762,-1.1,0.49,41.17,0.2,257.97,2.29
2020-04-14,6851,1769,2846,0.14,0.43,37.76,0.17,257.98,2.29
2020-04-15,6629,1740,2783,-3.24,-1.62,40.84,0.12,257.99,2.29
2020-04-16,7086,1732,2800,6.89,-0.49,40.11,0.11,258.0,2.29
2020-04-17,7036,1699,2875,-0.7,-1.9,38.15,0.1,258.01,2.29
2020-04-20,6834,1711,2823,-4.06,0.73,43.83,0.07,258.04,2.29
2020-04-21,6842,1688,2737,0.13,-1.37,45.41,0.1,258.05,2.29
2020-04-22,7113,1738,2799,3.95,2.99,41.98,0.09,258.05,2.29
2020-04-23,7488,1745,2798,5.28,0.41,41.38,0.09,258.06,2.29
2020-04-24,7504,1736,2837,0.2,-0.56,35.93,0.1,258.07,2.29
2020-04-27,7766,1724,2878,1.13,-0.68,33.29,0.09,258.1,2.29
2020-04-28,7747,1722,2863,-0.25,-0.09,33.57,0.09,258.11,2.29
2020-04-29,8771,1713,2940,13.22,-0.51,31.23,0.09,258.12,2.29
2020-04-30,8629,1694,2912,-1.62,-1.12,34.15,0.09,258.13,2.29
2020-05-01,8822,1701,2831,2.23,0.4,37.19,0.09,258.14,2.29
2020-05-04,8875,1713,2843,-0.12,0.73,35.97,0.09,258.17,2.29
2020-05-05,9001,1711,2868,1.42,-0.16,33.61,0.11,258.18,2.29
2020-05-06,9151,1688,2848,1.67,-1.29,34.12,0.11,258.19,2.29
2020-05-07,9980,1726,2881,9.05,2.21,31.44,0.09,258.2,2.29
2020-05-08,9806,1714,2930,-1.74,-0.69,27.98,0.09,258.21,2.29
2020-05-11,8580,1698,2930,-1.82,-0.93,27.57,0.1,258.24,2.29
2020-05-12,8814,1707,2870,2.73,0.52,33.04,0.12,258.25,2.29
2020-05-13,9299,1716,2820,5.5,0.56,35.28,0.12,258.26,2.29
2020-05-14,9778,1741,2852,5.16,1.43,32.61,0.1,258.26,2.29
2020-05-15,9318,1756,2864,-4.71,0.88,31.89,0.1,258.27,2.29
2020-05-18,9731,1734,2954,0.55,-1.25,29.3,0.1,258.3,2.29
2020-05-19,9773,1746,2923,0.44,0.65,30.53,0.12,258.31,2.29
2020-05-20,9512,1752,2972,-2.67,0.37,27.99,0.12,258.32,2.29
2020-05-21,9059,1722,2949,-4.76,-1.72,29.53,0.11,258.33,2.29
2020-05-22,9170,1736,2955,1.22,0.79,28.16,0.11,258.34,2.29
2020-05-25,8898,1706,2955,1.95,-1.72,,,258.37,2.29
2020-05-27,9199,1711,3036,4.03,0.3,27.62,0.14,258.39,2.29
2020-05-28,9572,1728,3030,4.06,1.03,28.59,0.14,258.4,2.29
2020-05-29,9425,1752,3044,-1.54,1.35,27.51,0.13,258.41,2.29
2020-06-01,10189,1750,3056,7.77,-0.08,28.23,0.13,258.44,2.29
2020-06-02,9528,1734,3081,-6.49,-0.93,26.84,0.14,258.45,2.29
2020-06-03,9667,1705,3123,1.47,-1.68,25.66,0.15,258.46,2.29
2020-06-04,9794,1727,3112,1.32,1.33,25.81,0.14,258.47,2.29
2020-06-05,9631,1683,3194,-1.67,-2.57,24.52,0.14,258.48,2.29
2020-06-08,9778,1705,3232,0.36,1.31,25.81,0.15,258.5,2.29
2020-06-09,9769,1722,3207,-0.09,0.99,27.57,0.17,258.51,2.29
2020-06-10,9879,1721,3190,1.13,-0.07,27.57,0.17,258.52,2.29
2020-06-11,9283,1740,3002,-6.03,1.11,40.79,0.15,258.53,2.29
2020-06-12,9467,1737,3041,1.97,-0.14,36.09,0.15,258.54,2.29
2020-06-15,9425,1727,3067,0.86,-0.58,34.4,0.16,258.57,2.29
2020-06-16,9524,1736,3125,1.04,0.54,33.67,0.16,258.58,2.29
2020-06-17,9465,1736,3113,-0.62,-0.05,33.47,0.17,258.59,2.29
2020-06-18,9388,1731,3115,-0.81,-0.26,32.94,0.14,258.6,2.29
2020-06-19,9314,1753,3098,-0.79,1.27,35.12,0.14,258.61,2.29
2020-06-22,9684,1766,3118,4.17,0.76,31.77,0.14,258.64,2.29
